scope,dataset,video,method,qp,bitstream_path,bitstream_bytes,bitstream_sha256,real_rans
test,uvg,Beauty,beta_mid,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_00/beta_mid_qp0.bin,16226,133f666e2a31c5fcc6b543ad7eb3377b67aefa49070fffaa4d945394f120baa0,True
test,uvg,Beauty,beta_mid,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_00/beta_mid_qp1.bin,22057,13fdd9c6a840f891261e981d633e82ee5be3bda83988b3baa2f497cbe4e36e7d,True
test,uvg,Beauty,beta_mid,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_00/beta_mid_qp2.bin,29975,8bf5d404b6b8af15fd1e7e9de49fe8da815420162bb55ef8a8dac4ae47bb0ca4,True
test,uvg,Beauty,beta_mid,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_00/beta_mid_qp3.bin,41349,4c8229f65cb550a0586288cb5a25e94104c56b78bcd5ec7229ce4615ba98bfac,True
test,uvg,Beauty,beta_high,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_00/beta_high_qp0.bin,16014,8400fdec7690a041883e1367c38c0e01511146611325b648642e764aeffd0408,True
test,uvg,Beauty,beta_high,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_00/beta_high_qp1.bin,22200,585af3b140866eacda3e1cf489500e68ac19375c1830ced0f673db487c8e6346,True
test,uvg,Beauty,beta_high,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_00/beta_high_qp2.bin,29988,5c3ea743ad335a20d6e921f115171a22a6bb1504a30277d38c9e355fabf93348,True
test,uvg,Beauty,beta_high,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_00/beta_high_qp3.bin,41849,f3d2be9baf5880b9f10e35d84729cfbef4b061df2c31443e6742ba8c54f278ea,True
test,uvg,Bosphorus,original,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_01/original_qp0.bin,24546,428726f84c6d6723d74be41e66b078f6cefe3be6c427bc22725c7a281f5527f9,True
test,uvg,Bosphorus,original,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_01/original_qp1.bin,30994,df7bdf4f3e256c1610669f26f5a8706e357db62314d10a9b707c43c09636c8e4,True
test,uvg,Bosphorus,original,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_01/original_qp2.bin,39972,d64a0c6bf84e418f7e4456a9e92990842309055ed269c26ff8c4b1e420e16e81,True
test,uvg,Bosphorus,original,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_01/original_qp3.bin,51949,abf456d08544418d14ff29dd33ac972307f54eba31d515eaeefafb47097b271d,True
test,uvg,Bosphorus,beta_low,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_01/beta_low_qp0.bin,24546,428726f84c6d6723d74be41e66b078f6cefe3be6c427bc22725c7a281f5527f9,True
test,uvg,Bosphorus,beta_low,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_01/beta_low_qp1.bin,30994,df7bdf4f3e256c1610669f26f5a8706e357db62314d10a9b707c43c09636c8e4,True
test,uvg,Bosphorus,beta_low,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_01/beta_low_qp2.bin,39972,d64a0c6bf84e418f7e4456a9e92990842309055ed269c26ff8c4b1e420e16e81,True
test,uvg,Bosphorus,beta_low,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_01/beta_low_qp3.bin,51949,abf456d08544418d14ff29dd33ac972307f54eba31d515eaeefafb47097b271d,True
test,uvg,Bosphorus,beta_mid,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_01/beta_mid_qp0.bin,24546,428726f84c6d6723d74be41e66b078f6cefe3be6c427bc22725c7a281f5527f9,True
test,uvg,Bosphorus,beta_mid,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_01/beta_mid_qp1.bin,30994,df7bdf4f3e256c1610669f26f5a8706e357db62314d10a9b707c43c09636c8e4,True
test,uvg,Bosphorus,beta_mid,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_01/beta_mid_qp2.bin,39972,d64a0c6bf84e418f7e4456a9e92990842309055ed269c26ff8c4b1e420e16e81,True
test,uvg,Bosphorus,beta_mid,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_01/beta_mid_qp3.bin,51949,abf456d08544418d14ff29dd33ac972307f54eba31d515eaeefafb47097b271d,True
test,uvg,Bosphorus,beta_high,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_01/beta_high_qp0.bin,24690,85cd3ab0423a1b8f1bba0d58e2db60afd85b5d3e667e0016f5ee94500e5e3a06,True
test,uvg,Bosphorus,beta_high,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_01/beta_high_qp1.bin,31071,4065b57ac000f14e43271e2bee9f0420da8c602063c3c5d8084201983893a2ca,True
test,uvg,Bosphorus,beta_high,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_01/beta_high_qp2.bin,40115,1446d88ad44d48eb9669793fd4db59e6c988c5abbd6587d8446ee57c153c70d2,True
test,uvg,Bosphorus,beta_high,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_01/beta_high_qp3.bin,52164,55e076143340fb800cf6733bd6a7562439cd42af465697765f3c007ecd6907dd,True
test,uvg,HoneyBee,original,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_02/original_qp0.bin,23100,9b011532d449bc880f5a1babc5c8b67314874730f1569a5201ae81673e02b053,True
test,uvg,HoneyBee,original,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_02/original_qp1.bin,28168,4f07426c355d1e68738aa5c2d6781df595e4b7fc14c159d35f424fdb770ccde0,True
test,uvg,HoneyBee,original,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_02/original_qp2.bin,35589,28958a31ec20582ac4b9c90f61ceb89dcd847380de5204b2d1d2d1a8a12f202a,True
test,uvg,HoneyBee,original,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_02/original_qp3.bin,44679,6d4359ff358945a8171b91e5cf29771bfcf25598d6d9e4fb87da5347e1689dd5,True
test,uvg,HoneyBee,beta_low,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_02/beta_low_qp0.bin,23100,9b011532d449bc880f5a1babc5c8b67314874730f1569a5201ae81673e02b053,True
test,uvg,HoneyBee,beta_low,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_02/beta_low_qp1.bin,28168,4f07426c355d1e68738aa5c2d6781df595e4b7fc14c159d35f424fdb770ccde0,True
test,uvg,HoneyBee,beta_low,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_02/beta_low_qp2.bin,35589,28958a31ec20582ac4b9c90f61ceb89dcd847380de5204b2d1d2d1a8a12f202a,True
test,uvg,HoneyBee,beta_low,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_02/beta_low_qp3.bin,44679,6d4359ff358945a8171b91e5cf29771bfcf25598d6d9e4fb87da5347e1689dd5,True
test,uvg,HoneyBee,beta_mid,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_02/beta_mid_qp0.bin,23100,9b011532d449bc880f5a1babc5c8b67314874730f1569a5201ae81673e02b053,True
test,uvg,HoneyBee,beta_mid,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_02/beta_mid_qp1.bin,28168,4f07426c355d1e68738aa5c2d6781df595e4b7fc14c159d35f424fdb770ccde0,True
test,uvg,HoneyBee,beta_mid,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_02/beta_mid_qp2.bin,35589,28958a31ec20582ac4b9c90f61ceb89dcd847380de5204b2d1d2d1a8a12f202a,True
test,uvg,HoneyBee,beta_mid,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_02/beta_mid_qp3.bin,44679,6d4359ff358945a8171b91e5cf29771bfcf25598d6d9e4fb87da5347e1689dd5,True
test,uvg,HoneyBee,beta_high,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_02/beta_high_qp0.bin,23088,c1b5e8b2918cd54f936626ca07432a21b29b066b9015a4082c534e368075b997,True
test,uvg,HoneyBee,beta_high,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_02/beta_high_qp1.bin,28258,7623b3904f6b3a8eba12d8f59d09ae57fcca28074e90f6b711b92e213c3538be,True
test,uvg,HoneyBee,beta_high,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_02/beta_high_qp2.bin,35590,1e37776133b6951498b5483d5dc5f21726ba542c9dccf12b2e18142a9f62a670,True
test,uvg,HoneyBee,beta_high,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_02/beta_high_qp3.bin,45023,bdf8c60e3d9a54fe87017459e97392755a928475664424deb8896a6db2f81de7,True
