cohort,video,method,total_bpp,reference,interpolation,within_sampled_overlap,reference_min_bpp,reference_max_bpp,psnr_original_interpolated,psnr_minus_original_interpolated,ms_ssim_original_interpolated,ms_ssim_minus_original_interpolated,lpips_original_interpolated,lpips_minus_original_interpolated
Val6,46da3cc3-6beb-425c-a870-c8d7bae89311,val6_DIRECT_l3,0.08465735918209877,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,2996c286-14c5-4157-95ba-f2a73fae0187,val6_DIRECT_l3,0.10238088348765433,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,026aa77c-d036-41b7-a998-83c1911fe2bf,val6_DIRECT_l4,0.010882523148148148,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,30884276-8cb2-485e-b0ca-a22605c1801f,val6_DIRECT_l4,0.013999807098765433,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,66d34721-a96d-4a92-9042-0847e057f3ba,val6_DIRECT_l4,0.011237702546296297,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,b3d4cebf-21ab-41e1-b79a-729d35794681,val6_DIRECT_l4,0.01173611111111111,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,46da3cc3-6beb-425c-a870-c8d7bae89311,val6_DIRECT_l4,0.014310378086419754,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,2996c286-14c5-4157-95ba-f2a73fae0187,val6_DIRECT_l4,0.023525993441358025,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",False,,,,,,,,
Val6,026aa77c-d036-41b7-a998-83c1911fe2bf,val6_DIRECT_l5,0.0024587673611111112,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",True,0.002290943287037037,0.004280719521604939,29.79068987400206,3.3920602039909546,0.9503473865562648,0.015648747807186947,0.07412800404040264,-0.0027931204697315554
Val6,30884276-8cb2-485e-b0ca-a22605c1801f,val6_DIRECT_l5,0.0019994212962962964,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",True,0.001974826388888889,0.004107108410493827,21.776808168090874,2.6894458758285076,0.718224174357541,0.039047942372738786,0.2936294216261539,0.15851926733094124
Val6,66d34721-a96d-4a92-9042-0847e057f3ba,val6_DIRECT_l5,0.0021100983796296297,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",True,0.002085503472222222,0.004065875771604938,24.853214708807634,3.192237095868844,0.8560733400799502,0.025565153587346567,0.19123235948024628,0.04550213694931629
Val6,b3d4cebf-21ab-41e1-b79a-729d35794681,val6_DIRECT_l5,0.0025400270061728394,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",True,0.002515432098765432,0.006903935185185185,25.946991683770733,3.1329173026937553,0.885875167996161,0.019955921373653318,0.23369518255253935,0.0380320068691144
Val6,46da3cc3-6beb-425c-a870-c8d7bae89311,val6_DIRECT_l5,0.002964650848765432,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",True,0.0028546971450617285,0.006173804012345679,23.92667573931452,1.925475083696675,0.8715779560239145,0.008309729006918731,0.20679977467482427,0.03471773279631993
Val6,2996c286-14c5-4157-95ba-f2a73fae0187,val6_DIRECT_l5,0.002782841435185185,"original GVC-RT actual QP 0-3 streams, matched FP32 P generator / unchanged FP16 I","per-video piecewise linear metric vs log(total bpp), no extrapolation",True,0.0024698591820987654,0.005658998842592592,16.504634686313537,1.5715273016248616,0.4929743853142677,-0.021228699817677665,0.39672880332167004,0.1656880481988683
